"image","before_bytes","after_bytes","width","height","alpha_channel","declared_display_context","loading","decision"
"src/assets/official/team-wrapped-phone-1024.avif","144784","86675","1024","1536","true","80vw mobile / 440 CSS px desktop","Lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/team-wrapped-phone-1024.webp","195690","153252","1024","1536","false","80vw mobile / 440 CSS px desktop","Lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/team-wrapped-phone-480.avif","","25984","480","720","true","80vw mobile / 440 CSS px desktop","Lazy","Added responsive/modern variant"
"src/assets/official/team-wrapped-phone-480.webp","","63092","480","720","false","80vw mobile / 440 CSS px desktop","Lazy","Added responsive/modern variant"
"src/assets/official/team-wrapped-phone-640.avif","74308","43488","640","960","true","80vw mobile / 440 CSS px desktop","Lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/team-wrapped-phone-640.webp","112710","88114","640","960","false","80vw mobile / 440 CSS px desktop","Lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/team-wrapped-phone-800.avif","","63801","800","1200","true","80vw mobile / 440 CSS px desktop","Lazy","Added responsive/modern variant"
"src/assets/official/team-wrapped-phone-800.webp","","117058","800","1200","false","80vw mobile / 440 CSS px desktop","Lazy","Added responsive/modern variant"
"src/assets/official/team-wrapped-phone.png","2422030","2422030","1024","1536","true","Source master; existing modern derivatives are used for page delivery","Not directly requested by page image elements","Preserved source master; optimize derivatives"
"src/assets/tournaments/daily-cup-parachutes-1120.avif","38833","21162","1120","479","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/daily-cup-parachutes-1120.webp","52416","37110","1120","479","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/daily-cup-parachutes-1919.avif","87248","48412","1919","820","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/daily-cup-parachutes-1919.webp","117962","83576","1919","820","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/daily-cup-parachutes-480.avif","","5450","480","205","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/daily-cup-parachutes-480.webp","","9234","480","205","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/daily-cup-parachutes-640.avif","15725","8734","640","273","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/daily-cup-parachutes-640.webp","21406","15240","640","273","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/daily-cup-parachutes-800.avif","","12227","800","342","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/daily-cup-parachutes-800.webp","","21602","800","342","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/daily-cup-parachutes.png","2481767","2481767","1919","820","true","Source master; existing modern derivatives are used for page delivery","Not directly requested by page image elements","Preserved source master; optimize derivatives"
"src/assets/tournaments/featured-daily-cup-1120.avif","61669","34968","1120","465","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/featured-daily-cup-1120.webp","83676","59534","1120","465","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/featured-daily-cup-1947.avif","139413","79448","1947","808","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/featured-daily-cup-1947.webp","188822","132136","1947","808","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/featured-daily-cup-480.avif","","8159","480","199","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/featured-daily-cup-480.webp","","13936","480","199","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/featured-daily-cup-640.avif","23800","13618","640","266","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/featured-daily-cup-640.webp","32588","23390","640","266","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/featured-daily-cup-800.avif","","19910","800","332","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/featured-daily-cup-800.webp","","33482","800","332","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/featured-daily-cup.png","2759729","2759729","1947","808","true","Source master; existing modern derivatives are used for page delivery","Not directly requested by page image elements","Preserved source master; optimize derivatives"
"src/assets/tournaments/rising-squads-aircraft-1120.avif","31783","17420","1120","479","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/rising-squads-aircraft-1120.webp","41462","28862","1120","479","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/rising-squads-aircraft-1918.avif","70799","39781","1918","820","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/rising-squads-aircraft-1918.webp","89686","63138","1918","820","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/rising-squads-aircraft-480.avif","","4607","480","205","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/rising-squads-aircraft-480.webp","","7636","480","205","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/rising-squads-aircraft-640.avif","12841","7131","640","274","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/rising-squads-aircraft-640.webp","16934","12024","640","274","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/rising-squads-aircraft-800.avif","","10154","800","342","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/rising-squads-aircraft-800.webp","","17066","800","342","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/rising-squads-aircraft.png","2256593","2256593","1918","820","true","Source master; existing modern derivatives are used for page delivery","Not directly requested by page image elements","Preserved source master; optimize derivatives"
"src/assets/tournaments/summer-final-watchtower-1120.avif","26531","14909","1120","479","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/summer-final-watchtower-1120.webp","36344","25974","1120","479","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/summer-final-watchtower-1918.avif","58588","33276","1918","820","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/summer-final-watchtower-1918.webp","78994","55940","1918","820","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/summer-final-watchtower-480.avif","","4265","480","205","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/summer-final-watchtower-480.webp","","6698","480","205","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/summer-final-watchtower-640.avif","11105","6385","640","274","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/summer-final-watchtower-640.webp","15438","10768","640","274","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/summer-final-watchtower-800.avif","","8997","800","342","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/summer-final-watchtower-800.webp","","15582","800","342","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/summer-final-watchtower.png","2179167","2179167","1918","820","true","Source master; existing modern derivatives are used for page delivery","Not directly requested by page image elements","Preserved source master; optimize derivatives"
"src/assets/tournaments/tournament-detail-hero-1120.avif","54681","30817","1120","448","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/tournament-detail-hero-1120.webp","80706","58550","1120","448","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/tournament-detail-hero-1983.avif","127914","73629","1983","793","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/tournament-detail-hero-1983.webp","188094","136196","1983","793","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/tournament-detail-hero-480.avif","","7769","480","192","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/tournament-detail-hero-480.webp","","13710","480","192","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/tournament-detail-hero-640.avif","21715","12504","640","256","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/tournament-detail-hero-640.webp","31792","23108","640","256","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/tournaments/tournament-detail-hero-800.avif","","18280","800","320","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/tournament-detail-hero-800.webp","","34034","800","320","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/tournaments/tournament-detail-hero.png","2727565","2727565","1983","793","true","Source master; existing modern derivatives are used for page delivery","Not directly requested by page image elements","Preserved source master; optimize derivatives"
"public/brand/aevic-email-background.png","1301359","609196","1024","1535","false","Email card background, 640 CSS px background; 480px content card; same 1024×1535 asset","Email-client controlled","Palette PNG compression; same public URL and dimensions"
"public/brand/aevic-email-logo.png","139280","139280","500","500","true","Official identity: navigation 54–72 CSS px; source artwork retained for larger uses","Critical brand mark","Unchanged official identity bytes"
"public/brand/aevic-phoenix.jpg","200892","200892","1200","1200","false","Official identity: navigation 54–72 CSS px; source artwork retained for larger uses","Critical brand mark","Unchanged official identity bytes"
"public/icons/aevic-192.png","27620","27620","192","192","true","Source master; existing modern derivatives are used for page delivery","Not directly requested by page image elements","Preserved source master; optimize derivatives"
"public/icons/aevic-512.png","145466","145466","512","512","true","Source master; existing modern derivatives are used for page delivery","Not directly requested by page image elements","Preserved source master; optimize derivatives"
"artifacts/team-overview/768x1024.png","216095","216095","768","1927","false","Design/reference screenshot; not shipped or displayed by website","Not requested by application","Retained; no website download to optimize"
"artifacts/team-overview/1440x900.png","242193","242193","1440","1483","false","Design/reference screenshot; not shipped or displayed by website","Not requested by application","Retained; no website download to optimize"
"artifacts/team-overview/1280x800.png","230772","230772","1280","1483","false","Design/reference screenshot; not shipped or displayed by website","Not requested by application","Retained; no website download to optimize"
"artifacts/team-overview/1024x768.png","218118","218118","1024","1483","false","Design/reference screenshot; not shipped or displayed by website","Not requested by application","Retained; no website download to optimize"
"artifacts/team-overview/390x844.png","199754","199754","390","2464","false","Design/reference screenshot; not shipped or displayed by website","Not requested by application","Retained; no website download to optimize"
"artifacts/team-overview/1920x1080.png","278305","278305","1920","1511","false","Design/reference screenshot; not shipped or displayed by website","Not requested by application","Retained; no website download to optimize"
"artifacts/team-overview/1073x1466.png","219647","219647","1073","1483","false","Design/reference screenshot; not shipped or displayed by website","Not requested by application","Retained; no website download to optimize"
"design/aevic-result-poster.png","5129931","5129931","2400","2400","true","Design/reference screenshot; not shipped or displayed by website","Not requested by application","Retained; no website download to optimize"
"design/competitive-legacy-composition.png","80442","80442","1425","891","false","Design/reference screenshot; not shipped or displayed by website","Not requested by application","Retained; no website download to optimize"
